DATE,WEB_NAME,NETWORK,DEVICE_TYPE,OPERATING_SYSTEM,GENDER,AGE_GROUP,KRAJ,IMPRESSIONS,CLICKS,CONVERSIONS,CONVERSION_VALUE,MONEY
2026-08-03,Baráky.cz,context,Desktop,,Žena,40 - 59,Olomoucký kraj,821,1,0,0.0,10.92
2026-08-03,Baráky.cz,context,Desktop,,Žena,40 - 59,Zlínský kraj,44,0,0,0.0,0.59
2026-08-03,Baráky.cz,context,Desktop,,Žena,40 - 59,Moravskoslezský kraj,112,0,0,0.0,1.49
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Středočeský kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Ústecký kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Liberecký kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Pardubický kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Zlínský kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,SmartWatch,Android,Neznámý,Neznámý,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Hlavní město Praha,43,1,0,0.0,0.45
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Středočeský kraj,144,0,0,0.0,1.49
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Jihočeský kraj,267,0,0,0.0,2.76
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Plzeňský kraj,91,0,0,0.0,0.94
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Karlovarský kraj,33,0,0,0.0,0.34
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Ústecký kraj,22,0,0,0.0,0.23
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Liberecký kraj,44,0,0,0.0,0.46
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Královéhradecký kraj,19,0,0,0.0,0.2
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Pardubický kraj,186,0,0,0.0,1.93
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Kraj Vysočina,158,0,0,0.0,1.64
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Jihomoravský kraj,8,0,0,0.0,0.08
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Olomoucký kraj,12,1,0,0.0,0.12
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Zlínský kraj,37,0,0,0.0,0.38
2026-08-03,Baráky.cz,context,Tablet,Android,Žena,Neznámý,Moravskoslezský kraj,40,0,0,0.0,0.41
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Středočeský kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Ústecký kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Liberecký kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Pardubický kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Zlínský kraj,1,0,0,0.0,0.0
2026-08-03,Blogeria.cz,context,Tv,,Muž,25 - 39,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Hlavní město Praha,41815,127,4,166.64,538.3
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Středočeský kraj,66415,209,13,541.59,854.99
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Jihočeský kraj,24262,88,2,83.32,312.34
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Plzeňský kraj,15991,59,2,83.32,205.86
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Karlovarský kraj,9141,27,1,41.66,117.68
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Ústecký kraj,24957,92,6,249.97,321.28
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Liberecký kraj,20431,60,4,166.64,263.02
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Královéhradecký kraj,2389,10,1,41.66,30.75
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Pardubický kraj,5878,11,1,41.66,75.67
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Kraj Vysočina,1339,6,0,0.0,17.24
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Jihomoravský kraj,5477,21,1,41.66,70.51
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Olomoucký kraj,9879,42,0,0.0,127.18
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Zlínský kraj,26121,76,5,208.3,336.27
2026-08-03,Drbárna.cz,context,SmartPhone,iOS,Muž,60+,Moravskoslezský kraj,20227,67,0,0.0,260.39
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Středočeský kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Ústecký kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Liberecký kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Pardubický kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Zlínský kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,iOS,Muž,18 - 24,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Hlavní město Praha,46,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Středočeský kraj,9,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Jihočeský kraj,19,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Plzeňský kraj,11,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Karlovarský kraj,9,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Ústecký kraj,8,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Liberecký kraj,12,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Královéhradecký kraj,39,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Pardubický kraj,56,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Kraj Vysočina,9,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Jihomoravský kraj,19,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Olomoucký kraj,4,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Zlínský kraj,19,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Desktop,iOS,Muž,40 - 59,Moravskoslezský kraj,9,0,0,0.0,0.0
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Hlavní město Praha,5,1,0,0.0,0.79
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Středočeský kraj,2,0,0,0.0,0.31
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Jihočeský kraj,38,2,0,0.0,5.97
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Plzeňský kraj,7,0,0,0.0,1.1
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Karlovarský kraj,4,0,0,0.0,0.63
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Ústecký kraj,4,0,0,0.0,0.63
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Liberecký kraj,13,0,0,0.0,2.04
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Královéhradecký kraj,12,1,0,0.0,1.88
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Pardubický kraj,5,0,0,0.0,0.79
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Kraj Vysočina,3,0,0,0.0,0.47
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Jihomoravský kraj,2,0,0,0.0,0.31
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Olomoucký kraj,5,1,0,0.0,0.79
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Zlínský kraj,5,0,0,0.0,0.79
2026-08-03,Kliknito.cz,context,Tablet,,Žena,18 - 24,Moravskoslezský kraj,13,0,0,0.0,2.04
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Hlavní město Praha,3304,22,2,0.0,81.3
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Středočeský kraj,1775,18,2,0.0,43.67
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Jihočeský kraj,1456,5,0,0.0,35.83
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Plzeňský kraj,4625,37,1,0.0,113.8
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Karlovarský kraj,249,1,0,0.0,6.13
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Ústecký kraj,1874,9,0,0.0,46.11
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Liberecký kraj,65,0,0,0.0,1.6
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Královéhradecký kraj,1055,6,0,0.0,25.96
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Pardubický kraj,225,2,0,0.0,5.54
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Kraj Vysočina,1699,6,0,0.0,41.8
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Jihomoravský kraj,301,0,0,0.0,7.41
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Olomoucký kraj,757,2,0,0.0,18.63
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Zlínský kraj,9280,59,3,0.0,228.34
2026-08-03,Kliknito.cz,context,Tablet,,Muž,60+,Moravskoslezský kraj,248,2,0,0.0,6.1
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Středočeský kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Karlovarský kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Ústecký kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Liberecký kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Pardubický kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Zlínský kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,Windows,Neznámý,25 - 39,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Hlavní město Praha,1,0,0,0.0,0.01
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Středočeský kraj,5,0,0,0.0,0.05
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Jihočeský kraj,2,0,0,0.0,0.02
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Plzeňský kraj,1,0,0,0.0,0.01
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Karlovarský kraj,3,0,0,0.0,0.03
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Ústecký kraj,2,0,0,0.0,0.02
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Liberecký kraj,1,0,0,0.0,0.01
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Královéhradecký kraj,1,0,0,0.0,0.01
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Pardubický kraj,2,0,0,0.0,0.02
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Kraj Vysočina,1,0,0,0.0,0.01
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Jihomoravský kraj,3,0,0,0.0,0.03
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Olomoucký kraj,2,0,0,0.0,0.02
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Zlínský kraj,1,0,0,0.0,0.01
2026-08-03,Kopačka.cz,context,Desktop,ChromeOS,Žena,Neznámý,Moravskoslezský kraj,1,0,0,0.0,0.01
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Hlavní město Praha,1021,2,0,0.0,10.39
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Středočeský kraj,333,0,0,0.0,3.39
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Jihočeský kraj,601,4,0,0.0,6.11
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Plzeňský kraj,74,0,0,0.0,0.75
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Karlovarský kraj,134,0,0,0.0,1.36
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Ústecký kraj,458,2,0,0.0,4.66
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Liberecký kraj,211,2,0,0.0,2.15
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Královéhradecký kraj,108,0,0,0.0,1.1
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Pardubický kraj,63,0,0,0.0,0.64
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Kraj Vysočina,118,2,0,0.0,1.2
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Jihomoravský kraj,7,0,0,0.0,0.07
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Olomoucký kraj,540,2,0,0.0,5.49
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Zlínský kraj,1098,3,0,0.0,11.17
2026-08-03,Kopačka.cz,context,SmartPhone,,Žena,60+,Moravskoslezský kraj,286,1,0,0.0,2.91
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Hlavní město Praha,1143,0,0,0.0,12.19
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Středočeský kraj,605,3,0,0.0,6.45
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Jihočeský kraj,3693,5,1,0.0,39.39
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Plzeňský kraj,2876,5,0,0.0,30.68
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Karlovarský kraj,2894,5,0,0.0,30.87
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Ústecký kraj,617,1,0,0.0,6.58
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Liberecký kraj,2356,7,0,0.0,25.13
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Královéhradecký kraj,3037,4,0,0.0,32.39
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Pardubický kraj,3368,4,1,0.0,35.92
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Kraj Vysočina,3893,10,0,0.0,41.52
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Jihomoravský kraj,5458,6,0,0.0,58.22
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Olomoucký kraj,2570,5,0,0.0,27.41
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Zlínský kraj,3390,7,1,0.0,36.16
2026-08-03,Kopačka.cz,context,SmartPhone,Android,Žena,25 - 39,Moravskoslezský kraj,997,0,0,0.0,10.63
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Hlavní město Praha,1026,1,0,0.0,8.57
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Středočeský kraj,98,0,0,0.0,0.82
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Jihočeský kraj,7,0,0,0.0,0.06
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Plzeňský kraj,461,1,0,0.0,3.85
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Karlovarský kraj,1326,2,0,0.0,11.08
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Ústecký kraj,782,3,0,0.0,6.54
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Liberecký kraj,145,1,0,0.0,1.21
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Královéhradecký kraj,656,4,0,0.0,5.48
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Pardubický kraj,5,0,0,0.0,0.04
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Kraj Vysočina,19,0,0,0.0,0.16
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Jihomoravský kraj,576,1,0,0.0,4.81
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Olomoucký kraj,1102,3,0,0.0,9.21
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Zlínský kraj,549,3,1,0.0,4.59
2026-08-03,Kámoši.net,context,SmartPhone,Android,Muž,Neznámý,Moravskoslezský kraj,243,0,0,0.0,2.03
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Hlavní město Praha,22,0,0,0.0,0.55
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Středočeský kraj,19,1,0,0.0,0.48
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Jihočeský kraj,42,0,0,0.0,1.06
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Plzeňský kraj,54,0,0,0.0,1.36
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Karlovarský kraj,4,0,0,0.0,0.1
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Ústecký kraj,23,0,0,0.0,0.58
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Liberecký kraj,36,0,0,0.0,0.91
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Královéhradecký kraj,14,1,0,0.0,0.35
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Pardubický kraj,2,0,0,0.0,0.05
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Kraj Vysočina,69,0,0,0.0,1.74
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Jihomoravský kraj,4,0,0,0.0,0.1
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Olomoucký kraj,8,0,0,0.0,0.2
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Zlínský kraj,7,0,0,0.0,0.18
2026-08-03,Pozdní Zprávy,context,SmallScreen,Android,Muž,60+,Moravskoslezský kraj,32,0,0,0.0,0.81
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Hlavní město Praha,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Středočeský kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Jihočeský kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Plzeňský kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Karlovarský kraj,3,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Ústecký kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Liberecký kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Královéhradecký kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Pardubický kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Kraj Vysočina,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Jihomoravský kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Olomoucký kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Zlínský kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,Windows,Muž,40 - 59,Moravskoslezský kraj,1,0,0,0.0,0.0
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Hlavní město Praha,2830,6,0,0.0,20.66
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Středočeský kraj,1556,1,0,0.0,11.36
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Jihočeský kraj,162,0,0,0.0,1.18
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Plzeňský kraj,3449,5,1,0.0,25.18
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Karlovarský kraj,141,0,0,0.0,1.03
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Ústecký kraj,827,0,0,0.0,6.04
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Liberecký kraj,5144,7,0,0.0,37.56
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Královéhradecký kraj,124,0,0,0.0,0.91
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Pardubický kraj,1629,1,0,0.0,11.89
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Kraj Vysočina,2645,2,0,0.0,19.31
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Jihomoravský kraj,748,2,0,0.0,5.46
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Olomoucký kraj,1975,2,0,0.0,14.42
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Zlínský kraj,313,0,0,0.0,2.29
2026-08-03,Pozdní Zprávy,context,SmartPhone,iOS,Muž,18 - 24,Moravskoslezský kraj,5678,8,0,0.0,41.46
2026-08-03,Poštovna.cz,context,Tablet,,Žena,60+,Hlavní město Praha,43,1,0,0.0,0.7
